,Unnamed: 0,Date,region,type,4046,4225,4770,year,TotalVolume,Price,Prop,month
3122,17863,2018-01-14,LasVegas,organic,1497.55,2199.58,0.0,2018,9883.94,1.98,0.029697911158117374,1
3461,18202,2018-03-18,Tampa,organic,190.28,901.77,0.0,2018,10311.24,1.5,0.01763534525973265,3
251,14992,2017-04-02,Boston,organic,80.78,1392.51,0.0,2017,16320.74,2.0,0.027745840718146786,4
2268,17009,2017-03-12,SanFrancisco,organic,6727.84,7914.27,0.0,2017,17686.1,2.9,0.02769536064774269,3
1508,16249,2017-07-16,NewYork,organic,7856.39,19545.1,2330.29,2017,80280.09,1.79,0.05701534627260185,7
2721,17462,2017-08-27,TotalUS,organic,112812.39,250861.84,2119.14,2017,1045992.02,2.09,0.03506360801727226,8
420,15161,2017-01-22,Charlotte,organic,92.31,3486.55,448.82,2017,8443.85,1.48,0.03295822712501695,1
359,15100,2017-03-19,California,organic,25435.01,81224.16,39.25,2017,209591.02,1.57,0.03784222525876957,3
250,14991,2017-04-09,Boston,organic,64.98,1219.33,0.0,2017,17032.99,2.0,0.026332923170462874,4
620,15361,2017-04-16,DallasFtWorth,organic,9397.49,707.69,0.0,2017,33122.75,1.12,0.021365362978151392,4
1334,16075,2017-10-29,Midsouth,organic,2448.54,34603.78,619.38,2017,156848.8,1.8,0.055644834732689434,10
262,15003,2017-01-15,Boston,organic,12.3,1315.1,0.0,2017,17012.28,1.88,0.02859259919340018,1
1360,16101,2017-04-30,Midsouth,organic,4131.4,51699.07,1538.54,2017,117715.93,1.96,0.03453048036113848,4
1772,16513,2017-07-23,PhoenixTucson,organic,2881.74,3345.03,0.0,2017,10327.71,2.04,0.009536927872953904,7
2286,17027,2017-11-12,Seattle,organic,932.33,10692.37,23.09,2017,26826.82,2.06,0.05105525236597674,11
2928,17669,2018-01-28,BuffaloRochester,organic,232.33,150.46,0.0,2018,13405.95,1.17,0.07792169520483361,1
687,15428,2017-01-08,Denver,organic,8720.61,1639.28,53.69,2017,39403.42,0.8,0.044569296514809335,1
1505,16246,2017-08-06,NewYork,organic,3899.19,18435.36,158.28,2017,72075.29,1.91,0.05340908344838746,8
672,15413,2017-04-23,Denver,organic,12793.11,2126.24,69.71,2017,62384.23,0.9,0.0752228056223293,4
158,14899,2017-01-01,BaltimoreWashington,organic,1420.47,6298.07,325.44,2017,13901.46,1.92,0.021530544134164664,1
1154,15895,2017-03-19,LasVegas,organic,2548.8,4383.36,0.0,2017,17048.64,1.27,0.05088343069905865,3
665,15406,2017-06-11,Denver,organic,16512.7,1809.94,103.26,2017,18916.24,1.97,0.021222632270178177,6
1752,16493,2017-12-10,PhoenixTucson,organic,1884.55,1989.33,0.0,2017,10964.1,1.8,0.008887850703433675,12
258,14999,2017-02-12,Boston,organic,13.45,1111.3,13.52,2017,17727.36,1.95,0.021916643845277476,2
1175,15916,2017-10-29,LosAngeles,organic,8078.35,19540.98,0.0,2017,67050.78,1.99,0.022982839836889424,10
2768,17509,2017-10-08,West,organic,25306.59,26921.31,62.43,2017,153186.84,2.37,0.03753774457154335,10
965,15706,2017-10-15,Houston,organic,7026.42,70.66,0.0,2017,27406.16,1.82,0.02592917482420309,10
2735,17476,2017-05-21,TotalUS,organic,166985.41,351498.5,4322.99,2017,1210560.61,1.71,0.033996669592935465,5
2232,16973,2017-11-19,SanFrancisco,organic,9956.34,6931.07,0.0,2017,17621.85,2.06,0.02609427291581101,11
1751,16492,2017-12-17,PhoenixTucson,organic,7127.47,2595.38,0.0,2017,17033.74,1.45,0.016239289129664436,12
810,15551,2017-09-17,GreatLakes,organic,3588.06,43683.43,0.0,2017,151888.89,1.84,0.0605122647452484,9
1180,15921,2017-09-24,LosAngeles,organic,12051.52,29225.85,1.59,2017,73696.3,2.03,0.04017664962429735,9
1501,16242,2017-09-03,NewYork,organic,8610.72,29307.53,233.62,2017,82176.04,2.14,0.0708310791722846,9
2953,17694,2018-01-21,Charlotte,organic,8.94,5461.01,246.99,2018,12422.7,1.62,0.03613900649048729,1
2459,17200,2017-08-06,Southeast,organic,1389.06,16770.11,186.56,2017,64344.45,1.78,0.019223316924466216,8
505,15246,2017-06-18,CincinnatiDayton,organic,342.79,8331.42,0.0,2017,18169.69,1.55,0.060635194027922175,6
546,15287,2017-09-10,Columbus,organic,647.46,2091.71,0.0,2017,7365.42,2.13,0.051506880199520655,9
1265,16006,2017-02-12,Louisville,organic,4.0,1259.97,0.0,2017,5288.74,0.8,0.03853241194885515,2
1259,16000,2017-03-26,Louisville,organic,15.0,1354.56,0.0,2017,6459.97,0.74,0.060659210932681014,3
341,15082,2017-07-23,California,organic,20884.31,52053.33,4.67,2017,128480.81,2.17,0.024164318617690198,7
1122,15863,2017-10-29,LasVegas,organic,1136.5,1084.34,0.0,2017,7138.49,1.93,0.02849936775111062,10
2801,17542,2017-02-19,West,organic,40585.46,48454.22,90.63,2017,214694.22,1.49,0.030379829996092237,2
217,14958,2017-11-26,Boston,organic,28.43,1098.3,0.0,2017,21588.38,1.81,0.04847330415915097,11
3270,18011,2018-03-11,Pittsburgh,organic,986.55,19.71,0.0,2018,14486.33,1.41,0.09715089330712924,3
248,14989,2017-04-23,Boston,organic,138.28,1028.1,0.0,2017,17773.38,1.88,0.03300125076392557,4
3375,18116,2018-01-07,SanFrancisco,organic,10165.34,8042.56,0.0,2018,20151.24,2.3,0.024040012813075214,1
2804,17545,2017-01-29,West,organic,38850.43,44464.74,109.61,2017,205843.17,1.29,0.026500794588674603,1
7,14748,2017-11-12,Albany,organic,0.0,245.71,0.0,2017,2664.62,1.71,0.022921340118444045,11
1377,16118,2017-01-01,Midsouth,organic,3353.64,36090.72,1813.6,2017,72287.79,1.72,0.024493912561608155,1
328,15069,2017-10-22,California,organic,27492.71,48684.87,0.0,2017,132184.44,2.0,0.029031988724317562,10
2990,17731,2018-01-14,Columbus,organic,977.0,1620.14,0.0,2018,10424.33,1.3,0.050839567615947434,1
1374,16115,2017-01-22,Midsouth,organic,2981.29,38351.15,1985.43,2017,96918.39,1.49,0.027761542060004918,1
1491,16232,2017-11-12,NewYork,organic,5949.51,17740.19,170.06,2017,74312.9,2.05,0.062100111902859134,11
1485,16226,2017-12-24,NewYork,organic,9007.76,20286.73,241.8,2017,74779.73,1.85,0.05716048844249433,12
3394,18135,2018-02-11,SouthCarolina,organic,70.09,4206.95,84.14,2018,14289.52,1.47,0.03059231603536305,2
3201,17942,2018-02-18,NewYork,organic,107369.04,329956.5,956.38,2018,495083.69,1.36,0.2593730058995498,2
2163,16904,2017-03-05,Sacramento,organic,1736.82,3853.83,0.0,2017,6056.68,2.5,0.013846839462801965,3
1399,16140,2017-08-06,Nashville,organic,71.27,2677.74,0.0,2017,8077.28,1.54,0.032103203631268284,8
1721,16462,2017-07-09,Philadelphia,organic,968.76,4706.74,5.89,2017,10675.62,2.36,0.02561352711086573,7
2162,16903,2017-03-12,Sacramento,organic,1643.55,3655.76,2.68,2017,6022.12,2.36,0.016690802531119986,3
2169,16910,2017-01-22,Sacramento,organic,1800.88,3930.91,0.0,2017,6015.68,1.89,0.011166021888646016,1
3142,17883,2018-02-11,Louisville,organic,6.0,883.15,0.0,2018,2174.66,1.56,0.01638270436136591,2
2894,17635,2018-01-14,BaltimoreWashington,organic,1264.25,10025.87,105.72,2018,66149.27,1.39,0.07639576310774054,1
1789,16530,2017-03-26,PhoenixTucson,organic,4708.54,5221.26,0.0,2017,20102.19,1.37,0.01234749252572831,3
675,15416,2017-04-02,Denver,organic,9309.72,2010.11,57.73,2017,68627.92,0.84,0.09148333641775143,4
2610,17351,2017-10-01,Syracuse,organic,127.81,61.21,0.0,2017,6358.44,1.41,0.11908847991396565,10
2454,17195,2017-09-10,Southeast,organic,2028.56,16157.29,160.15,2017,77245.2,2.17,0.027743622468133444,9
1081,15822,2017-08-06,Jacksonville,organic,83.93,489.38,1.18,2017,1552.26,2.09,0.010362894234736351,8
3296,18037,2018-02-25,Portland,organic,2777.46,3529.3,0.0,2018,28796.94,1.59,0.03592228331225511,2
2223,16964,2017-01-15,SanDiego,organic,2529.2,7637.66,0.0,2017,11578.42,1.82,0.019565768575602327,1
2642,17383,2017-02-19,Syracuse,organic,0.0,257.11,0.0,2017,2030.59,1.84,0.031908089917584766,2
403,15144,2017-05-21,Charlotte,organic,256.65,4833.23,438.64,2017,7285.09,2.48,0.030983620180979558,5
660,15401,2017-07-16,Denver,organic,3638.11,1154.29,99.49,2017,7653.26,1.83,0.01176536565584918,7
3329,18070,2018-03-18,Roanoke,organic,110.35,2580.21,0.0,2018,9095.2,1.57,0.04169259886234655,3
236,14977,2017-07-16,Boston,organic,18.95,1315.56,0.0,2017,25501.3,1.61,0.0411631812080514,7
2929,17670,2018-01-21,BuffaloRochester,organic,309.8,119.81,0.0,2018,7288.58,1.23,0.04308286318644172,1
2655,17396,2017-11-26,Tampa,organic,46.18,383.97,0.0,2017,5007.93,1.58,0.01664051984009329,11
656,15397,2017-08-13,Denver,organic,7525.31,864.59,58.85,2017,22375.66,2.08,0.033991059802235817,8
1182,15923,2017-09-10,LosAngeles,organic,11202.9,25484.11,0.0,2017,64680.12,2.32,0.031803658071796526,9
577,15318,2017-02-05,Columbus,organic,688.17,2992.09,0.0,2017,10382.58,0.98,0.0311402610435052,2
2014,16755,2017-12-31,RichmondNorfolk,organic,496.98,2962.71,94.76,2017,13838.29,1.39,0.0420230769212081,12
324,15065,2017-11-19,California,organic,25968.52,47146.26,0.0,2017,122170.14,1.98,0.02491137407013866,11
2015,16756,2017-12-24,RichmondNorfolk,organic,527.99,2640.21,65.74,2017,12966.31,1.41,0.059148365104101826,12
1864,16605,2017-10-29,Plains,organic,995.63,11209.3,273.81,2017,49301.56,1.88,0.03109042226343828,10
1878,16619,2017-07-23,Plains,organic,2277.34,15728.39,16.57,2017,55116.84,1.72,0.028863510468916886,7
1819,16560,2017-09-03,Pittsburgh,organic,1233.77,22.88,0.0,2017,8523.79,1.5,0.07512516615815201,9
757,15498,2017-09-17,GrandRapids,organic,44.49,818.97,0.0,2017,8378.17,1.4,0.0769508075905132,9
1701,16442,2017-11-26,Philadelphia,organic,1488.01,2809.22,10.36,2017,18106.84,1.72,0.0509805056617102,11
2603,17344,2017-11-19,Syracuse,organic,61.68,82.24,0.0,2017,3574.89,1.45,0.05525256298638237,11
3308,18049,2018-02-25,RaleighGreensboro,organic,161.11,5650.36,151.56,2018,14215.62,1.97,0.03973072602324512,2
2036,16777,2017-07-30,RichmondNorfolk,organic,623.91,4519.06,138.65,2017,14439.15,1.56,0.059092010899598264,7
935,15676,2017-05-07,HartfordSpringfield,organic,198.47,7086.04,2.76,2017,15173.18,2.51,0.0394443746159886,5
689,15430,2017-12-31,Detroit,organic,398.15,2116.14,0.0,2017,32775.71,1.05,0.06550425562586426,12
911,15652,2017-10-22,HartfordSpringfield,organic,35.03,2862.72,1.41,2017,21441.78,1.53,0.08053917402214239,10
1005,15746,2017-01-08,Houston,organic,9041.57,47.04,0.0,2017,20116.95,1.07,0.013996104165643229,1
1313,16054,2017-03-19,MiamiFtLauderdale,organic,1223.8,96.36,0.0,2017,2427.94,2.59,0.0046390889704672755,3
1817,16558,2017-09-17,Pittsburgh,organic,1124.54,21.22,0.0,2017,10257.52,1.43,0.08929635825655202,9
1702,16443,2017-11-19,Philadelphia,organic,1425.46,2936.37,12.49,2017,19663.06,1.75,0.04869769298510174,11
3071,17812,2018-02-04,HartfordSpringfield,organic,142.97,8510.44,15.34,2018,17404.84,1.94,0.03908077489996487,2
891,15632,2017-03-05,HarrisburgScranton,organic,948.51,600.43,9.31,2017,9363.96,1.97,0.03310583170696657,3
1090,15831,2017-06-04,Jacksonville,organic,1263.85,126.02,7.27,2017,4409.48,2.2,0.024126345475951938,6
2499,17240,2017-11-05,Spokane,organic,215.25,1023.49,0.0,2017,2596.51,2.54,0.03200558040075285,11
511,15252,2017-05-07,CincinnatiDayton,organic,287.34,7274.84,0.0,2017,19989.19,1.48,0.035790340391925524,5
2727,17468,2017-07-16,TotalUS,organic,94267.55,311432.79,4766.71,2017,1148354.84,1.78,0.03417376733786337,7
425,15166,2017-12-24,Chicago,organic,324.23,21629.94,0.0,2017,32444.19,1.81,0.043838150560816636,12
716,15457,2017-06-25,Detroit,organic,478.09,2992.04,0.0,2017,13598.83,1.39,0.032649173463080834,6
2323,17064,2017-02-26,Seattle,organic,821.13,12370.73,13.32,2017,38286.08,1.58,0.044414309586417566,2
832,15573,2017-04-16,GreatLakes,organic,4259.78,103729.98,3.32,2017,221705.72,1.36,0.058888199138846235,4
1499,16240,2017-09-17,NewYork,organic,4879.35,23574.9,12.3,2017,70931.23,2.08,0.0578625954011659,9
2764,17505,2017-11-05,West,organic,19917.54,26607.93,57.58,2017,138955.1,2.13,0.02119478350468174,11
1595,16336,2017-11-26,NorthernNewEngland,organic,1.74,219.85,0.0,2017,22376.94,1.75,0.07630879812075997,11
738,15479,2017-01-22,Detroit,organic,645.63,4104.58,0.0,2017,19452.17,0.77,0.03058314850542132,1
918,15659,2017-09-03,HartfordSpringfield,organic,142.56,3792.69,0.0,2017,14956.0,2.21,0.06242288961716525,9
3217,17958,2018-01-21,Northeast,organic,11683.16,26922.85,162.73,2018,215742.94,1.75,0.03395657371633798,1
693,15434,2017-12-03,Detroit,organic,403.08,2628.08,0.0,2017,12104.37,1.39,0.022924449524638124,12
543,15284,2017-10-01,Columbus,organic,599.9,2055.8,0.0,2017,9352.24,1.91,0.07323792599776291,10
2018,16759,2017-12-03,RichmondNorfolk,organic,591.86,3015.71,62.15,2017,11304.93,1.5,0.04139651504731445,12
2783,17524,2017-06-25,West,organic,30258.04,67981.62,110.31,2017,188845.44,1.93,0.026530541504827143,6
24,14765,2017-07-16,Albany,organic,155.1,274.95,0.0,2017,2889.03,1.87,0.02742299429789885,7
1405,16146,2017-06-25,Nashville,organic,94.3,2957.15,0.0,2017,11077.27,1.27,0.0371352930089931,6
653,15394,2017-09-03,Denver,organic,5319.9,499.64,20.53,2017,17939.8,2.02,0.02958268523609353,9
1024,15765,2017-09-03,Indianapolis,organic,127.0,1069.32,0.0,2017,8777.48,1.73,0.05687492949339379,9
1792,16533,2017-03-05,PhoenixTucson,organic,3983.63,4431.24,0.0,2017,16463.74,1.42,0.01379570176995848,3
550,15291,2017-08-13,Columbus,organic,745.58,2180.18,0.0,2017,7525.56,1.73,0.047355703278973205,8
1654,16395,2017-10-15,Orlando,organic,175.45,1228.12,0.0,2017,3824.55,2.87,0.013079579023974164,10
220,14961,2017-11-05,Boston,organic,14.81,1535.06,3.7,2017,28626.61,1.95,0.060959697631351124,11
2300,17041,2017-08-06,Seattle,organic,1335.08,13120.04,36.29,2017,29977.08,2.58,0.0572430490564193,8
786,15527,2017-02-26,GrandRapids,organic,49.12,4221.38,0.0,2017,7915.2,1.57,0.0321468278908823,2
2304,17045,2017-07-09,Seattle,organic,1411.24,16587.8,24.73,2017,40058.59,2.12,0.04238453054501723,7
961,15702,2017-11-12,Houston,organic,6158.94,57.13,0.0,2017,25301.84,1.68,0.019733164007541992,11
1464,16205,2017-05-14,NewOrleansMobile,organic,900.99,0.0,0.0,2017,1745.63,1.96,0.0071854349587301405,5
1870,16611,2017-09-17,Plains,organic,1296.96,16452.09,60.03,2017,54502.39,2.12,0.03827631649462515,9
3104,17845,2018-02-25,Jacksonville,organic,106.24,915.35,0.0,2018,4988.75,1.73,0.024978984106030718,2
1603,16344,2017-10-01,NorthernNewEngland,organic,10.88,163.19,0.0,2017,18317.19,1.56,0.05930980192700298,10
135,14876,2017-06-11,BaltimoreWashington,organic,1138.12,11797.51,140.2,2017,23607.15,2.17,0.030747852655746755,6
2896,17637,2018-03-25,Boise,organic,76.12,1006.43,0.0,2018,3119.2,1.81,0.035063272840419546,3
275,15016,2017-10-22,BuffaloRochester,organic,231.39,135.86,0.0,2017,10115.95,1.35,0.10013148013291928,10
2845,17586,2017-04-09,WestTexNewMexico,organic,2386.19,3749.72,34.72,2017,30499.28,1.19,0.0359299148907426,4
698,15439,2017-10-29,Detroit,organic,425.08,2658.53,0.0,2017,20995.71,1.65,0.062251449220768425,10
2374,17115,2017-03-12,SouthCarolina,organic,758.63,3866.61,203.16,2017,11551.46,1.38,0.034238075474121936,3
31,14772,2017-05-28,Albany,organic,11.93,344.88,0.0,2017,3365.45,1.87,0.026873173028275854,5
2311,17052,2017-05-21,Seattle,organic,3074.66,11527.34,7.95,2017,55027.93,1.53,0.08055573927580972,5
3325,18066,2018-01-21,RichmondNorfolk,organic,521.57,3808.38,90.71,2018,12458.09,1.58,0.037218207357273665,1
2806,17547,2017-01-15,West,organic,43816.58,41834.41,471.92,2017,268743.11,1.06,0.03481977492288413,1
1948,16689,2017-03-26,Portland,organic,2870.05,5856.87,18.61,2017,77379.73,0.68,0.10940252988789843,3
1856,16597,2017-12-24,Plains,organic,2437.98,17137.62,29.27,2017,53663.33,1.73,0.0329143125796425,12
2375,17116,2017-03-05,SouthCarolina,organic,796.72,3353.02,211.52,2017,17212.92,0.99,0.05013143654100383,3
2282,17023,2017-12-10,Seattle,organic,1035.21,39167.18,43.9,2017,144862.82,1.07,0.2708854081662114,12
3456,18197,2018-01-28,Syracuse,organic,30.09,128.49,0.0,2018,6393.58,1.19,0.08020675986432957,1
2106,16847,2017-04-02,Roanoke,organic,309.33,3031.18,0.0,2017,10899.57,1.19,0.060460953635546925,4
3244,17985,2018-03-25,Philadelphia,organic,3464.04,5737.9,9.42,2018,37893.5,1.49,0.07002128624188486,3
2130,16871,2017-10-22,Sacramento,organic,2679.07,2828.24,0.0,2017,8059.52,1.81,0.023341645983510628,10
1428,16169,2017-01-15,Nashville,organic,238.89,2018.46,0.0,2017,2962.13,1.54,0.011621807816456609,1
2422,17163,2017-04-16,SouthCentral,organic,41474.4,7200.29,12.02,2017,204871.52,1.04,0.028634287523294555,4
1504,16245,2017-08-13,NewYork,organic,4392.15,21953.83,234.58,2017,73309.74,2.07,0.054686352440849406,8
1977,16718,2017-09-10,RaleighGreensboro,organic,145.75,4564.2,137.53,2017,13472.37,2.89,0.05107037100665457,9
2748,17489,2017-02-19,TotalUS,organic,250591.21,632101.53,3295.09,2017,1634877.11,1.31,0.04600009713531028,2
3425,18166,2018-03-18,Spokane,organic,242.52,1753.53,0.0,2018,5793.89,1.6,0.05564488401173229,3
1097,15838,2017-04-16,Jacksonville,organic,736.16,214.13,11.4,2017,3193.74,2.07,0.020597270142935557,4
2587,17328,2017-03-05,StLouis,organic,1233.15,462.58,0.0,2017,8150.41,1.23,0.06754514585744087,3
2631,17372,2017-05-07,Syracuse,organic,0.0,260.65,0.0,2017,4181.73,2.11,0.04482627250730753,5
2116,16857,2017-01-22,Roanoke,organic,234.38,2584.95,0.0,2017,7525.89,1.16,0.044004686105647665,1
1910,16651,2017-12-17,Portland,organic,1531.05,4505.66,5.05,2017,26460.36,1.54,0.057852613660692165,12
2402,17143,2017-09-03,SouthCentral,organic,30727.41,4626.58,0.0,2017,109958.23,1.78,0.022966612124053376,9
1221,15962,2017-12-17,Louisville,organic,1.0,851.14,0.0,2017,3861.18,1.57,0.04593783227083992,12
622,15363,2017-04-02,DallasFtWorth,organic,12593.83,1272.81,0.0,2017,23747.19,1.41,0.017010942138123264,4
2832,17573,2017-07-23,WestTexNewMexico,organic,1832.11,4752.03,1914.09,2017,19144.32,1.6,0.022053404425882,7
1119,15860,2017-11-19,LasVegas,organic,1387.57,1452.61,0.0,2017,7753.84,1.95,0.03203816694601125,11
2089,16830,2017-07-30,Roanoke,organic,310.32,2134.34,0.0,2017,7786.03,1.59,0.059316425398454935,7
742,15483,2017-12-31,GrandRapids,organic,9.88,770.79,0.0,2017,6792.67,1.28,0.032434442285757085,12
739,15480,2017-01-15,Detroit,organic,790.85,6131.31,0.0,2017,7875.36,1.88,0.019445765461454708,1
3004,17745,2018-03-25,Denver,organic,6516.4,685.92,44.09,2018,24825.5,1.6,0.025453987719808224,3
2070,16811,2017-12-10,Roanoke,organic,124.73,1438.67,0.0,2017,7802.12,1.47,0.053526025892285056,12
1759,16500,2017-10-22,PhoenixTucson,organic,2184.07,508.22,0.0,2017,10952.31,1.79,0.013347432561422234,10
2924,17665,2018-02-25,BuffaloRochester,organic,761.52,168.93,0.0,2018,11398.35,1.27,0.07004509898159961,2
1997,16738,2017-04-23,RaleighGreensboro,organic,298.89,5183.86,256.68,2017,8720.86,2.73,0.02779686144458915,4
1530,16271,2017-02-12,NewYork,organic,7402.11,22697.49,514.41,2017,59839.16,1.98,0.029693396490909737,2
1646,16387,2017-12-10,Orlando,organic,93.53,721.9,0.0,2017,5703.21,1.6,0.013243515125369587,12
1638,16379,2017-01-29,NorthernNewEngland,organic,3.82,333.23,0.0,2017,12789.12,1.84,0.029320998622253788,1
1386,16127,2017-11-05,Nashville,organic,72.89,1957.67,0.0,2017,6330.44,1.71,0.02687275547963408,11
3295,18036,2018-03-04,Portland,organic,1772.0,6857.18,1.74,2018,35296.54,1.57,0.05624244367257092,3
923,15664,2017-07-30,HartfordSpringfield,organic,72.64,4282.77,2.74,2017,13864.42,2.1,0.05096635741494293,7
3349,18090,2018-01-21,Sacramento,organic,3017.16,3954.94,0.0,2018,8933.22,1.62,0.014885112935867584,1
27,14768,2017-06-25,Albany,organic,142.46,295.6,0.0,2017,2898.81,2.13,0.03143982468898398,6
17,14758,2017-09-03,Albany,organic,112.42,254.49,0.0,2017,2022.0,2.0,0.026493835662746882,9
699,15440,2017-10-22,Detroit,organic,619.98,3460.25,0.0,2017,21512.97,1.61,0.0854036051463436,10
3402,18143,2018-03-11,SouthCentral,organic,29896.39,5707.77,0.0,2018,179212.94,1.32,0.02635288326936069,3
2797,17538,2017-03-19,West,organic,38225.62,50707.86,64.73,2017,274558.89,1.24,0.042130031756836606,3
894,15635,2017-02-12,HarrisburgScranton,organic,414.62,205.85,11.55,2017,9010.53,1.81,0.0315311677232778,2
2324,17065,2017-02-19,Seattle,organic,800.29,14582.23,12.06,2017,29024.68,2.26,0.03683746408228339,2
309,15050,2017-02-26,BuffaloRochester,organic,4.86,606.04,0.0,2017,2099.67,1.93,0.016879176745520863,2
2279,17020,2017-12-31,Seattle,organic,1450.69,29692.0,23.44,2017,82749.14,1.24,0.1289130161171922,12
2576,17317,2017-05-21,StLouis,organic,1450.51,2164.36,3.45,2017,7221.48,1.94,0.030545740083054777,5
2898,17639,2018-03-11,Boise,organic,98.9,926.28,0.0,2018,3447.36,1.8,0.04101150188850911,3
952,15693,2017-01-08,HartfordSpringfield,organic,38.45,4063.04,17.85,2017,9880.58,2.43,0.026046135806755636,1
2630,17371,2017-05-14,Syracuse,organic,0.0,349.93,0.0,2017,4073.79,2.0,0.051550354980578916,5
945,15686,2017-02-26,HartfordSpringfield,organic,208.52,7176.67,1.39,2017,13475.25,2.18,0.04939718045758434,2
2013,16754,2017-01-01,RaleighGreensboro,organic,121.25,3157.17,299.93,2017,8038.22,1.78,0.0275779960238407,1
2715,17456,2017-10-08,TotalUS,organic,100744.58,231652.64,1224.99,2017,1164140.49,1.9,0.04554307432612037,10
813,15554,2017-08-27,GreatLakes,organic,3141.89,41060.13,32.22,2017,150638.77,1.73,0.04822318937083847,8
2546,17287,2017-12-17,StLouis,organic,949.55,979.61,0.0,2017,5954.71,1.63,0.03715181501226028,12
121,14862,2017-09-17,BaltimoreWashington,organic,2003.4,8036.61,72.28,2017,59452.63,1.54,0.08212206799718602,9
1203,15944,2017-04-16,LosAngeles,organic,10922.54,28994.48,1.6,2017,122876.89,1.31,0.042189384528544815,4
331,15072,2017-10-01,California,organic,31036.76,59948.6,0.0,2017,132771.77,2.08,0.033164711619616205,10
3280,18021,2018-03-25,Plains,organic,4775.73,19162.3,0.0,2018,74180.36,1.54,0.031262927029049536,3
2876,17617,2018-02-25,Atlanta,organic,530.19,5122.82,0.0,2018,15348.44,1.55,0.025513171054624476,2
909,15650,2017-11-05,HartfordSpringfield,organic,26.7,3106.6,2.81,2017,12289.27,2.17,0.04859247816510226,11
779,15520,2017-04-16,GrandRapids,organic,23.98,1581.33,0.0,2017,2246.07,2.19,0.012610749784526363,4
2361,17102,2017-06-11,SouthCarolina,organic,567.58,4048.33,139.47,2017,14897.51,1.61,0.035509863857692725,6
2242,16983,2017-09-10,SanFrancisco,organic,16389.89,11491.2,0.0,2017,28335.3,2.05,0.03952081060724821,9
2826,17567,2017-09-03,WestTexNewMexico,organic,927.27,4056.73,0.0,2017,7657.47,2.39,0.011353944546302008,9
1640,16381,2017-01-15,NorthernNewEngland,organic,0.0,197.94,0.0,2017,10857.24,1.77,0.025125509059747756,1
1643,16384,2017-12-31,Orlando,organic,164.98,1018.93,0.0,2017,6063.44,1.82,0.0129566971081011,12
406,15147,2017-04-30,Charlotte,organic,290.78,4784.56,413.52,2017,7230.2,2.53,0.029762606760107224,4
2377,17118,2017-02-19,SouthCarolina,organic,627.48,3342.81,139.12,2017,11183.49,1.4,0.03264012801677752,2
1704,16445,2017-11-05,Philadelphia,organic,1836.45,3409.48,0.0,2017,27824.19,1.7,0.06746028455612751,11
1741,16482,2017-02-19,Philadelphia,organic,16636.2,41845.91,6.29,2017,64262.13,1.38,0.14822426025490587,2
3011,17752,2018-02-04,Denver,organic,3746.88,496.84,23.49,2018,16458.72,1.51,0.011773152814975927,2
2554,17295,2017-10-22,StLouis,organic,44.43,1254.63,0.0,2017,6578.62,2.02,0.05186371707815785,10
2478,17219,2017-03-26,Southeast,organic,10057.03,16776.81,327.15,2017,75769.87,1.48,0.023493667090867087,3
2927,17668,2018-02-04,BuffaloRochester,organic,204.51,181.6,0.0,2018,14307.71,1.18,0.07049446354981004,2
573,15314,2017-03-05,Columbus,organic,702.06,3007.87,0.0,2017,32113.68,0.52,0.16195848971724305,3
560,15301,2017-06-04,Columbus,organic,726.95,3262.43,0.0,2017,10383.54,1.44,0.05021668754526976,6
1898,16639,2017-03-05,Plains,organic,6729.74,25452.37,464.44,2017,79590.74,1.39,0.047341891137801066,3
617,15358,2017-05-07,DallasFtWorth,organic,5808.0,3693.92,0.0,2017,26262.54,1.35,0.017507084083712043,5
1984,16725,2017-07-23,RaleighGreensboro,organic,159.08,5194.4,192.67,2017,10503.59,1.95,0.03533408989721476,7
1465,16206,2017-05-07,NewOrleansMobile,organic,353.11,0.0,0.0,2017,3722.76,1.57,0.008706944302392383,5
3347,18088,2018-02-04,Sacramento,organic,2722.6,4194.0,0.0,2018,8713.26,1.5,0.010003164455382407,2
2182,16923,2017-10-29,SanDiego,organic,863.06,6224.07,0.0,2017,12179.45,2.13,0.020094323184796314,10
2326,17067,2017-02-05,Seattle,organic,906.24,10333.71,18.8,2017,51462.4,0.98,0.044960773990973535,2
1672,16413,2017-06-11,Orlando,organic,1583.21,333.85,0.0,2017,5784.5,1.97,0.014207295306756462,6
634,15375,2017-01-08,DallasFtWorth,organic,4931.0,1063.86,0.0,2017,24031.65,1.02,0.018899934940084462,1
2164,16905,2017-02-26,Sacramento,organic,1808.8,4379.48,0.0,2017,6616.58,2.06,0.013079401692756345,2
1493,16234,2017-10-29,NewYork,organic,5301.96,19352.26,84.57,2017,70881.96,2.11,0.0550031573562132,10
2837,17578,2017-06-04,WestTexNewMexico,organic,3305.88,3706.22,0.0,2017,25886.3,1.59,0.022896704333310813,6
2249,16990,2017-07-23,SanFrancisco,organic,5952.05,6286.11,0.0,2017,16831.7,2.44,0.02432273163942056,7
1458,16199,2017-06-25,NewOrleansMobile,organic,64.99,472.65,0.0,2017,1282.64,1.91,0.004357357981091714,6
1708,16449,2017-10-08,Philadelphia,organic,2204.3,2935.05,6.15,2017,35985.8,1.58,0.09801243053794073,10
2172,16913,2017-01-01,Sacramento,organic,1906.72,3364.33,0.0,2017,5635.27,2.24,0.010584636303495487,1
